ID,Category
3319,[1 0 0 1]
3320,[1 0 0 0]
3321,[1 0 0 0]
3322,[0 1 0 0]
3323,[1 0 0 0]
3324,[0 1 0 0]
3325,[1 0 0 0]
3326,[0 0 0 0]
3327,[1 0 0 0]
3328,[0 0 0 1]
3329,[1 0 0 0]
3330,[0 0 0 1]
3331,[0 0 0 0]
3332,[0 0 0 1]
3333,[0 0 0 1]
3334,[1 0 0 0]
3335,[1 0 0 0]
3336,[1 0 0 0]
3337,[1 0 0 0]
3338,[1 0 0 0]
3339,[1 0 0 0]
3340,[1 0 0 0]
3341,[1 0 0 0]
3342,[1 0 0 0]
3343,[0 0 1 0]
3344,[0 0 0 0]
3345,[0 1 0 0]
3346,[0 1 0 0]
3347,[0 1 0 0]
3348,[0 0 0 1]
3349,[1 0 0 0]
3350,[1 0 0 0]
3351,[1 0 0 0]
3352,[1 0 0 0]
3353,[0 0 0 1]
3354,[0 0 0 0]
3355,[0 0 0 1]
3356,[0 0 0 1]
3357,[0 0 0 1]
3358,[0 0 0 1]
3359,[0 0 0 1]
3360,[1 0 0 0]
3361,[1 0 0 0]
3362,[1 0 0 0]
3363,[1 0 0 0]
3364,[1 0 0 0]
3365,[1 0 0 0]
3366,[1 0 0 0]
3367,[1 0 0 0]
3368,[1 0 0 0]
3369,[1 0 0 0]
3370,[1 0 0 0]
3371,[1 0 0 0]
3372,[1 0 0 0]
3373,[0 1 0 1]
3374,[1 0 0 0]
3375,[0 1 0 0]
3376,[1 0 0 0]
3377,[1 0 0 0]
3378,[1 0 0 0]
3379,[1 0 0 0]
3380,[1 0 0 0]
3381,[0 0 0 0]
3382,[0 0 0 0]
3383,[1 0 0 0]
3384,[1 1 0 0]
3385,[1 0 0 0]
3386,[0 1 0 0]
3387,[0 0 1 0]
3388,[0 1 0 0]
3389,[0 1 0 0]
3390,[1 1 0 0]
3391,[0 0 0 1]
3392,[0 0 0 1]
3393,[0 0 0 1]
3394,[0 0 0 1]
3395,[1 0 0 0]
3396,[0 0 0 1]
3397,[1 0 0 0]
3398,[1 0 0 0]
3399,[1 0 0 0]
3400,[1 0 0 0]
3401,[1 0 0 0]
3402,[0 1 0 0]
3403,[0 0 0 0]
3404,[0 1 0 0]
3405,[1 0 0 0]
3406,[1 0 0 0]
3407,[0 0 0 1]
3408,[1 0 0 0]
3409,[1 0 0 0]
3410,[1 0 0 0]
3411,[1 0 0 0]
3412,[1 1 0 0]
3413,[1 0 0 0]
3414,[1 0 0 0]
3415,[1 0 0 0]
3416,[1 0 0 0]
3417,[0 0 0 0]
3418,[1 0 0 0]
3419,[0 0 0 1]
3420,[0 0 0 1]
3421,[0 0 0 1]
3422,[0 0 0 0]
3423,[0 1 0 0]
3424,[0 0 0 0]
3425,[1 0 0 0]
3426,[0 0 1 0]
3427,[0 0 0 1]
3428,[0 0 0 1]
3429,[0 0 0 0]
3430,[0 0 0 1]
3431,[1 0 0 0]
3432,[1 0 0 0]
3433,[1 0 0 0]
3434,[1 0 0 0]
3435,[1 0 0 0]
3436,[1 0 0 0]
3437,[0 1 0 0]
3438,[0 0 1 0]
3439,[1 0 0 0]
3440,[0 1 0 0]
3441,[0 0 0 1]
3442,[1 0 0 0]
3443,[1 1 0 0]
3444,[1 0 0 0]
3445,[1 0 0 0]
3446,[1 0 0 0]
3447,[1 0 0 0]
3448,[1 0 0 0]
3449,[0 0 0 1]
3450,[0 0 0 1]
3451,[0 1 0 0]
3452,[0 0 0 1]
3453,[1 0 0 0]
3454,[1 0 0 0]
3455,[0 0 0 1]
3456,[0 0 0 1]
3457,[0 0 0 1]
3458,[0 0 1 0]
3459,[1 0 0 0]
3460,[1 0 0 0]
3461,[1 0 0 0]
3462,[1 0 0 0]
3463,[0 0 0 1]
3464,[1 0 0 0]
3465,[0 1 0 0]
3466,[0 0 0 1]
3467,[1 1 0 0]
3468,[1 0 0 0]
3469,[1 0 0 0]
3470,[0 1 0 0]
3471,[0 0 0 1]
3472,[0 0 0 1]
3473,[0 1 0 0]
3474,[1 0 0 0]
3475,[1 0 0 0]
3476,[1 1 0 0]
3477,[0 1 0 0]
3478,[1 0 0 0]
3479,[1 0 0 0]
3480,[1 0 0 0]
3481,[1 0 0 0]
3482,[1 0 0 0]
3483,[0 0 0 1]
3484,[0 0 1 0]
3485,[0 0 0 1]
3486,[0 0 1 0]
3487,[0 0 0 1]
3488,[0 0 0 1]
3489,[1 0 0 0]
3490,[1 0 0 0]
3491,[1 0 0 0]
3492,[1 0 0 0]
3493,[1 0 0 0]
3494,[1 0 0 0]
3495,[1 0 0 0]
3496,[0 0 0 1]
3497,[1 1 0 0]
3498,[1 0 0 0]
3499,[1 0 0 0]
3500,[1 0 0 0]
3501,[1 0 0 0]
3502,[1 0 0 0]
3503,[0 0 0 1]
3504,[1 0 0 0]
3505,[0 0 1 0]
3506,[1 0 0 0]
3507,[0 0 0 1]
3508,[1 1 0 0]
3509,[1 1 0 0]
3510,[0 0 0 1]
3511,[0 0 0 1]
3512,[0 0 0 1]
3513,[0 0 0 1]
3514,[1 0 0 0]
3515,[0 0 0 0]
3516,[0 0 0 0]
3517,[0 0 0 0]
3518,[0 0 0 1]
3519,[1 0 0 1]
3520,[0 0 0 0]
3521,[1 0 0 0]
3522,[0 0 1 0]
3523,[1 0 0 0]
3524,[1 0 0 0]
3525,[0 0 1 0]
3526,[1 0 0 0]
3527,[0 0 0 0]
3528,[0 0 1 1]
3529,[1 0 0 0]
3530,[0 0 0 1]
3531,[1 0 0 0]
3532,[0 0 0 1]
3533,[0 1 1 0]
3534,[0 1 1 0]
3535,[1 0 0 0]
3536,[0 0 0 1]
3537,[0 0 0 1]
3538,[0 0 0 0]
3539,[0 0 0 0]
3540,[0 0 0 1]
3541,[0 0 0 1]
3542,[0 0 0 1]
3543,[1 0 0 0]
3544,[1 0 0 0]
3545,[1 0 0 0]
3546,[0 0 0 1]
3547,[0 0 0 1]
3548,[0 1 0 0]
3549,[0 0 0 0]
3550,[0 0 1 0]
3551,[0 1 0 0]
3552,[0 0 0 1]
3553,[1 0 0 0]
3554,[0 0 0 0]
3555,[0 0 1 0]
3556,[0 0 0 1]
3557,[0 1 0 0]
3558,[0 0 0 1]
3559,[0 0 0 0]
3560,[0 0 0 1]
3561,[1 0 0 0]
3562,[0 0 0 1]
3563,[0 0 0 1]
3564,[1 0 0 0]
3565,[1 0 0 0]
3566,[1 0 0 0]
3567,[1 0 0 0]
3568,[1 0 0 0]
3569,[0 1 0 0]
3570,[0 1 0 0]
3571,[1 0 0 0]
3572,[1 0 0 0]
3573,[0 1 0 0]
3574,[0 0 0 1]
3575,[0 1 0 0]
3576,[1 0 0 0]
3577,[1 0 0 0]
3578,[1 0 0 1]
3579,[0 0 0 1]
3580,[0 0 0 1]
3581,[0 0 0 1]
3582,[0 1 0 0]
3583,[1 0 0 0]
3584,[0 0 0 1]
3585,[0 0 0 1]
3586,[1 0 0 0]
3587,[0 0 1 0]
3588,[0 0 0 0]
3589,[0 1 0 0]
3590,[0 0 0 1]
3591,[0 0 0 1]
3592,[0 1 0 0]
3593,[0 1 0 0]
3594,[1 0 0 0]
3595,[0 0 0 1]
3596,[0 0 0 1]
3597,[0 0 0 0]
3598,[1 0 0 0]
3599,[0 0 0 1]
3600,[0 0 0 1]
3601,[0 1 0 0]
3602,[0 1 0 0]
3603,[1 0 0 0]
3604,[0 0 0 0]
3605,[0 0 1 0]
3606,[0 0 0 0]
3607,[0 0 0 1]
3608,[0 0 1 0]
3609,[1 0 0 0]
3610,[1 0 0 0]
3611,[0 0 0 1]
3612,[0 0 0 1]
3613,[1 0 0 0]
3614,[1 1 0 0]
3615,[0 0 0 0]
3616,[0 0 0 1]
3617,[1 0 0 1]
3618,[0 0 0 1]
3619,[0 0 0 0]
3620,[1 0 0 0]
3621,[0 0 0 1]
3622,[0 0 0 1]
3623,[1 1 0 0]
3624,[1 0 0 0]
3625,[0 0 1 0]
3626,[0 0 0 1]
3627,[0 1 0 0]
3628,[0 0 1 0]
3629,[0 0 0 1]
3630,[0 0 1 0]
3631,[0 0 0 1]
3632,[0 0 1 0]
3633,[0 0 0 1]
3634,[0 1 0 0]
3635,[0 0 1 0]
3636,[0 0 0 1]
3637,[0 0 0 1]
3638,[0 0 0 1]
3639,[0 1 0 0]
3640,[1 0 0 0]
3641,[0 0 0 1]
3642,[0 1 0 0]
3643,[0 1 0 0]
3644,[0 1 0 0]
3645,[1 0 0 0]
3646,[1 0 0 0]
3647,[1 0 0 1]
3648,[1 0 0 0]
3649,[0 0 0 1]
3650,[0 0 0 1]
3651,[0 0 0 1]
3652,[0 0 0 1]
3653,[0 0 0 1]
3654,[0 1 0 0]
3655,[0 1 0 0]
3656,[0 1 0 0]
3657,[0 0 0 1]
3658,[0 0 0 1]
3659,[0 0 0 1]
3660,[1 0 0 0]
3661,[1 0 0 0]
3662,[1 0 0 0]
3663,[0 0 0 1]
3664,[0 0 0 0]
3665,[0 0 0 0]
3666,[1 0 0 0]
3667,[1 0 0 0]
3668,[1 0 0 0]
3669,[0 0 0 1]
3670,[1 0 0 0]
3671,[0 1 0 0]
3672,[1 0 0 0]
3673,[1 0 0 0]
3674,[0 0 0 1]
3675,[0 0 1 0]
3676,[0 0 1 0]
3677,[1 0 0 0]
3678,[1 0 0 0]
3679,[1 0 0 0]
3680,[0 0 0 1]
3681,[0 0 0 0]
3682,[0 0 0 0]
3683,[0 0 0 1]
3684,[1 0 0 0]
3685,[0 0 0 1]
3686,[1 0 0 0]
3687,[1 0 0 0]
3688,[1 0 0 0]
3689,[1 0 0 0]
3690,[1 0 0 0]
3691,[0 1 0 0]
3692,[0 0 0 1]
3693,[1 0 0 0]
3694,[1 1 0 0]
3695,[0 0 0 0]
3696,[0 0 0 1]
3697,[0 0 0 0]
3698,[1 0 0 0]
3699,[1 0 0 0]
3700,[0 0 0 0]
3701,[1 0 0 0]
3702,[1 0 0 0]
3703,[1 0 0 0]
3704,[1 0 0 1]
3705,[0 0 0 1]
3706,[0 0 1 0]
3707,[0 0 0 1]
3708,[0 0 0 0]
3709,[1 0 0 0]
3710,[1 0 0 0]
3711,[1 0 0 0]
3712,[0 0 0 1]
3713,[0 1 0 0]
3714,[0 0 1 0]
3715,[0 0 1 0]
3716,[0 0 1 0]
3717,[0 1 0 0]
3718,[0 0 0 1]
3719,[0 0 0 0]
3720,[1 0 0 0]
3721,[1 0 0 0]
3722,[1 0 0 0]
3723,[1 0 0 0]
3724,[1 0 0 0]
3725,[1 0 0 0]
3726,[1 0 0 0]
3727,[1 0 0 0]
3728,[1 0 0 0]
3729,[0 0 0 1]
3730,[1 1 0 0]
3731,[1 1 0 0]
3732,[0 0 0 1]
3733,[0 0 0 1]
3734,[0 1 0 0]
3735,[0 1 0 0]
3736,[0 0 1 0]
3737,[1 0 0 0]
3738,[1 0 0 0]
3739,[1 0 0 0]
3740,[0 0 0 1]
3741,[1 0 0 0]
3742,[1 0 0 0]
3743,[1 0 0 0]
3744,[0 1 0 0]
3745,[0 1 0 0]
3746,[1 0 0 0]
3747,[0 1 0 0]
3748,[0 1 0 0]
3749,[0 1 0 0]
3750,[0 1 0 0]
3751,[1 1 0 0]
3752,[0 0 0 1]
3753,[1 0 0 0]
3754,[0 1 0 0]
3755,[0 1 0 0]
3756,[0 1 0 0]
3757,[0 1 0 0]
3758,[0 0 0 1]
3759,[0 1 0 0]
3760,[0 1 0 0]
3761,[0 1 0 0]
3762,[1 0 0 0]
3763,[0 0 0 1]
3764,[1 0 0 0]
3765,[1 0 0 0]
3766,[1 1 0 0]
3767,[1 0 0 0]
3768,[1 0 0 0]
3769,[1 0 0 0]
3770,[1 0 0 0]
3771,[1 0 0 0]
3772,[1 0 0 0]
3773,[1 0 0 0]
3774,[1 0 0 0]
3775,[1 0 0 0]
3776,[1 0 0 0]
3777,[0 0 0 1]
3778,[1 0 0 0]
3779,[0 0 1 0]
3780,[0 0 0 0]
3781,[1 0 0 0]
3782,[1 0 0 0]
3783,[1 0 0 0]
3784,[0 1 0 0]
3785,[1 0 0 0]
3786,[0 1 1 0]
3787,[0 0 1 0]
3788,[0 0 1 0]
3789,[0 0 1 0]
3790,[0 0 1 0]
3791,[1 1 0 0]
3792,[0 0 0 1]
3793,[1 0 0 0]
3794,[0 0 0 0]
3795,[0 1 0 0]
3796,[0 0 0 1]
3797,[0 0 0 1]
3798,[1 0 0 0]
3799,[0 0 1 0]
3800,[1 1 0 0]
3801,[0 1 0 0]
3802,[0 0 1 0]
3803,[0 0 0 0]
3804,[0 1 1 0]
3805,[0 1 1 0]
3806,[0 1 1 0]
3807,[0 0 0 1]
3808,[1 0 0 0]
3809,[1 0 0 0]
3810,[0 1 0 0]
3811,[1 0 0 0]
3812,[1 0 0 0]
3813,[1 0 0 0]
3814,[1 0 0 0]
3815,[1 0 0 0]
3816,[1 0 0 0]
3817,[1 0 0 0]
3818,[0 0 0 1]
3819,[1 0 0 0]
3820,[1 0 0 0]
3821,[1 0 0 0]
3822,[1 0 0 0]
3823,[1 0 0 0]
3824,[1 0 0 0]
3825,[1 0 0 0]
3826,[1 0 0 0]
3827,[1 0 0 0]
3828,[1 0 0 0]
3829,[0 0 0 1]
3830,[1 0 0 0]
3831,[1 0 0 0]
3832,[1 0 0 0]
3833,[1 1 0 0]
3834,[1 0 0 0]
3835,[1 0 0 0]
3836,[0 1 0 0]
3837,[0 1 0 0]
3838,[1 0 0 0]
3839,[1 0 0 0]
3840,[0 0 0 1]
3841,[1 0 0 0]
3842,[0 0 0 0]
3843,[1 0 0 0]
3844,[0 1 0 0]
3845,[1 0 0 0]
3846,[1 0 0 0]
3847,[1 0 0 0]
3848,[1 0 0 0]
3849,[1 1 0 0]
3850,[1 0 0 0]
3851,[0 0 0 1]
3852,[1 0 0 0]
3853,[1 0 0 0]
3854,[1 0 0 0]
3855,[1 0 0 0]
3856,[1 0 0 0]
3857,[1 0 0 0]
3858,[1 0 0 0]
3859,[0 0 1 0]
3860,[1 0 0 0]
3861,[1 0 0 0]
3862,[1 0 0 0]
3863,[0 0 0 1]
3864,[1 0 0 0]
3865,[1 0 0 0]
3866,[1 0 0 0]
3867,[0 0 0 0]
3868,[1 0 0 0]
3869,[0 0 0 1]
3870,[0 0 0 0]
3871,[0 0 0 1]
3872,[0 0 0 1]
3873,[0 1 0 0]
3874,[0 0 0 1]
3875,[0 1 0 0]
3876,[0 1 0 0]
3877,[0 1 0 0]
3878,[0 0 0 1]
3879,[0 0 0 1]
3880,[1 0 0 0]
3881,[1 0 0 0]
3882,[0 1 1 0]
3883,[1 0 0 0]
3884,[1 0 0 0]
3885,[0 0 0 1]
3886,[1 0 0 0]
3887,[1 0 0 0]
3888,[1 0 0 0]
3889,[1 0 0 0]
3890,[1 0 0 0]
3891,[0 1 0 0]
3892,[0 1 0 0]
3893,[1 0 0 0]
3894,[1 0 0 0]
3895,[1 0 0 0]
3896,[0 0 0 1]
3897,[1 0 0 0]
3898,[0 0 0 0]
3899,[1 0 0 0]
3900,[1 0 0 0]
3901,[1 0 0 0]
3902,[1 0 0 0]
3903,[1 0 0 0]
3904,[0 0 1 0]
3905,[0 0 0 1]
3906,[0 0 0 1]
3907,[0 0 0 1]
3908,[0 0 0 1]
3909,[0 1 0 0]
3910,[1 0 0 0]
3911,[1 0 0 0]
3912,[1 0 0 0]
3913,[0 0 0 1]
3914,[0 0 0 1]
3915,[0 1 0 0]
3916,[0 0 0 1]
3917,[0 0 0 0]
3918,[0 0 0 1]
3919,[0 0 0 1]
3920,[0 1 0 0]
3921,[1 1 0 0]
3922,[1 0 0 0]
3923,[0 0 0 1]
3924,[0 0 1 0]
3925,[1 0 0 0]
3926,[0 1 0 0]
3927,[0 1 0 0]
3928,[0 0 0 0]
3929,[0 0 0 1]
3930,[0 0 0 1]
3931,[0 0 1 0]
3932,[0 0 0 1]
3933,[1 0 0 0]
3934,[1 0 0 0]
3935,[1 0 0 0]
3936,[1 0 0 0]
3937,[0 0 0 1]
3938,[1 0 0 0]
3939,[0 0 0 0]
3940,[0 0 0 1]
3941,[0 0 0 0]
3942,[0 0 0 1]
3943,[1 0 0 0]
3944,[1 0 0 0]
3945,[1 0 0 0]
3946,[1 0 0 0]
3947,[1 0 0 0]
3948,[0 1 0 0]
3949,[0 0 1 0]
3950,[0 1 0 0]
3951,[1 0 0 0]
3952,[0 1 1 0]
3953,[0 0 0 0]
3954,[0 0 0 1]
3955,[0 0 0 1]
3956,[0 1 0 0]
3957,[1 0 0 0]
3958,[1 0 0 0]
3959,[1 0 0 0]
3960,[1 0 0 0]
3961,[1 0 0 0]
3962,[1 0 0 0]
3963,[0 1 0 0]
3964,[0 0 1 0]
3965,[0 0 1 0]
3966,[0 0 1 0]
3967,[1 0 0 0]
3968,[1 0 0 0]
3969,[0 0 0 1]
3970,[0 0 0 0]
3971,[0 0 1 0]
3972,[0 0 1 0]
3973,[1 0 0 0]
3974,[0 0 0 1]
3975,[0 1 0 0]
3976,[0 0 0 0]
3977,[1 0 0 0]
3978,[1 0 0 0]
3979,[0 0 0 1]
3980,[0 0 0 0]
3981,[1 0 0 0]
3982,[0 1 0 0]
3983,[1 0 0 0]
3984,[0 1 0 0]
3985,[0 0 0 1]
3986,[1 0 0 0]
3987,[1 0 0 0]
3988,[1 0 0 0]
3989,[1 0 0 0]
3990,[1 0 0 0]
3991,[1 0 0 0]
3992,[0 0 1 0]
3993,[0 0 1 0]
3994,[1 0 0 0]
3995,[1 0 0 0]
3996,[1 0 0 0]
3997,[1 0 0 0]
3998,[0 0 0 1]
3999,[0 0 0 1]
4000,[0 0 0 1]
4001,[0 1 1 0]
4002,[0 1 0 0]
4003,[1 0 0 0]
4004,[1 0 0 0]
4005,[1 1 0 0]
4006,[1 1 0 0]
4007,[1 0 0 0]
4008,[1 0 0 0]
4009,[0 0 0 0]
4010,[1 0 0 0]
4011,[1 0 0 0]
4012,[0 0 0 0]
4013,[1 0 0 0]
4014,[1 0 0 0]
4015,[1 0 0 0]
4016,[1 0 0 0]
4017,[1 0 0 0]
4018,[0 0 0 1]
4019,[1 0 0 0]
4020,[1 0 0 0]
4021,[0 0 0 0]
4022,[0 0 0 1]
4023,[1 0 0 0]
4024,[1 0 0 0]
4025,[1 0 0 0]
4026,[0 0 0 1]
4027,[0 0 0 1]
4028,[0 0 0 1]
4029,[0 0 0 1]
4030,[0 0 0 0]
4031,[1 0 0 0]
4032,[0 0 0 0]
4033,[0 0 0 1]
4034,[1 0 0 0]
4035,[0 0 0 1]
4036,[1 0 0 0]
4037,[1 0 0 0]
4038,[1 0 0 0]
4039,[1 0 0 0]
4040,[0 0 0 1]
4041,[1 0 0 0]
4042,[1 0 0 0]
4043,[1 0 0 0]
4044,[1 0 0 0]
4045,[1 0 0 0]
4046,[1 0 0 0]
4047,[1 0 0 0]
4048,[1 0 0 0]
4049,[1 0 0 0]
4050,[1 0 0 0]
4051,[0 0 0 1]
4052,[1 0 0 0]
4053,[1 0 1 0]
4054,[1 0 1 0]
4055,[0 1 0 0]
4056,[0 0 1 0]
4057,[0 0 1 0]
4058,[0 0 1 0]
4059,[0 0 0 1]
4060,[0 0 1 0]
4061,[0 0 1 0]
4062,[0 0 0 1]
4063,[0 1 1 0]
4064,[0 1 0 0]
4065,[0 0 0 0]
4066,[0 1 0 0]
4067,[0 0 1 0]
4068,[0 0 1 0]
4069,[0 0 1 0]
4070,[1 0 0 0]
4071,[1 0 0 0]
4072,[1 0 0 0]
4073,[0 0 0 1]
4074,[1 0 0 0]
4075,[1 0 0 0]
4076,[1 0 0 0]
4077,[1 0 0 0]
4078,[1 0 0 0]
4079,[1 0 0 0]
4080,[1 0 0 0]
4081,[1 0 0 0]
4082,[1 0 0 0]
4083,[1 0 0 0]
4084,[0 1 0 0]
4085,[0 0 1 0]
4086,[1 0 0 0]
4087,[0 0 0 0]
4088,[0 0 0 1]
4089,[0 0 0 1]
4090,[0 0 0 1]
4091,[0 0 0 1]
4092,[0 0 0 1]
4093,[0 0 0 1]
4094,[0 0 0 1]
4095,[0 0 0 1]
4096,[0 0 0 1]
4097,[0 0 1 0]
4098,[0 0 1 0]
4099,[1 0 0 0]
4100,[0 0 0 0]
4101,[1 0 0 0]
4102,[0 0 1 0]
4103,[0 0 1 0]
4104,[0 0 1 0]
4105,[0 1 1 0]
4106,[0 0 1 0]
4107,[0 0 0 1]
4108,[0 0 1 0]
4109,[0 0 0 1]
4110,[0 0 0 1]
4111,[0 0 0 1]
4112,[0 0 0 1]
4113,[0 0 0 0]
4114,[0 1 0 0]
4115,[0 1 0 0]
4116,[1 1 0 0]
4117,[1 0 0 0]
4118,[0 0 0 1]
4119,[1 0 0 0]
4120,[1 0 0 0]
4121,[1 1 0 0]
4122,[1 0 0 0]
4123,[1 0 0 0]
4124,[1 0 0 0]
4125,[1 0 0 0]
4126,[0 0 0 1]
4127,[1 1 0 0]
4128,[0 1 0 0]
4129,[0 0 0 1]
4130,[0 1 0 0]
4131,[0 0 1 0]
4132,[0 0 1 0]
4133,[0 0 0 1]
4134,[0 0 0 1]
4135,[0 0 0 1]
4136,[0 0 0 1]
4137,[0 0 0 1]
4138,[0 0 0 1]
4139,[0 0 0 1]
4140,[0 0 0 1]
4141,[0 0 0 1]
4142,[0 0 0 1]
4143,[0 0 0 1]
4144,[0 0 0 1]
4145,[0 1 0 0]
4146,[0 0 0 0]
4147,[0 0 0 0]
4148,[0 1 0 0]
4149,[0 1 0 0]
4150,[0 1 1 0]
4151,[1 0 0 0]
4152,[1 0 0 0]
4153,[0 1 1 0]
4154,[1 0 0 0]
4155,[1 0 0 0]
4156,[1 0 0 0]
4157,[0 0 0 1]
4158,[0 0 1 0]
4159,[0 0 0 1]
4160,[0 0 0 1]
4161,[0 1 0 0]
4162,[1 0 0 0]
4163,[0 0 0 1]
4164,[0 0 0 1]
4165,[0 0 0 1]
4166,[0 0 0 1]
4167,[0 0 0 1]
4168,[0 1 0 0]
4169,[1 0 0 0]
4170,[1 0 0 0]
4171,[0 0 0 1]
4172,[0 0 0 1]
4173,[1 0 0 0]
4174,[1 0 0 0]
4175,[0 0 0 1]
4176,[1 0 0 0]
4177,[0 1 0 0]
4178,[1 0 0 0]
4179,[0 0 0 0]
4180,[1 1 0 0]
4181,[1 0 0 0]
4182,[0 0 0 1]
4183,[1 0 0 0]
4184,[1 0 0 0]
4185,[0 0 0 0]
4186,[1 0 0 0]
4187,[1 0 0 0]
4188,[0 0 0 1]
4189,[0 0 0 1]
4190,[1 1 0 0]
4191,[0 1 0 0]
4192,[1 0 0 0]
4193,[1 0 0 0]
4194,[1 0 0 0]
4195,[1 0 0 0]
4196,[1 0 0 0]
4197,[0 0 0 1]
4198,[0 0 0 1]
4199,[0 0 0 1]
4200,[0 0 0 1]
4201,[0 0 0 1]
4202,[0 0 0 1]
4203,[0 0 0 1]
4204,[0 0 0 1]
4205,[0 0 0 1]
4206,[0 0 0 1]
4207,[0 0 1 0]
4208,[0 0 0 1]
4209,[0 0 0 1]
4210,[0 0 0 1]
4211,[0 0 0 1]
4212,[0 0 0 1]
4213,[0 0 0 1]
4214,[0 0 0 1]
4215,[0 0 0 1]
4216,[0 0 0 1]
4217,[0 0 0 1]
4218,[0 0 1 0]
4219,[0 0 0 1]
4220,[0 0 0 1]
4221,[0 0 0 1]
4222,[0 0 0 1]
4223,[0 0 0 1]
4224,[0 0 0 0]
4225,[0 0 1 0]
4226,[0 0 0 0]
4227,[0 1 0 0]
4228,[1 0 0 0]
4229,[1 0 0 0]
4230,[0 0 0 1]
4231,[1 0 0 0]
4232,[1 0 0 0]
4233,[1 0 0 0]
4234,[0 0 0 1]
4235,[1 0 0 0]
4236,[0 0 0 1]
4237,[1 0 0 0]
4238,[1 0 0 0]
4239,[0 0 0 1]
4240,[0 0 0 1]
4241,[0 0 0 1]
4242,[0 1 0 0]
4243,[1 1 0 0]
4244,[0 0 0 1]
4245,[0 0 0 1]
4246,[0 0 0 1]
4247,[0 0 0 1]
4248,[0 0 0 1]
4249,[0 0 1 0]
4250,[0 0 0 1]
4251,[0 0 0 1]
4252,[0 0 0 1]
4253,[0 0 0 0]
4254,[0 1 0 0]
4255,[0 0 0 1]
4256,[0 0 0 1]
4257,[0 0 0 1]
4258,[0 0 0 1]
4259,[0 0 0 1]
4260,[0 0 0 1]
4261,[0 0 0 1]
4262,[0 0 0 1]
4263,[0 0 0 1]
4264,[0 0 0 0]
4265,[0 0 0 0]
4266,[1 0 0 0]
4267,[1 0 0 0]
4268,[1 0 0 0]
4269,[1 0 0 0]
4270,[1 0 0 0]
4271,[1 0 0 0]
4272,[1 1 0 0]
4273,[1 1 0 0]
4274,[1 0 0 0]
4275,[1 0 0 0]
4276,[1 0 0 0]
4277,[1 0 0 0]
4278,[1 0 0 0]
4279,[1 0 0 0]
4280,[1 0 0 0]
4281,[1 0 0 0]
4282,[1 0 0 0]
4283,[1 0 0 0]
4284,[1 0 0 0]
4285,[0 0 0 1]
4286,[1 0 0 0]
4287,[1 0 0 0]
4288,[1 0 0 0]
4289,[0 0 0 1]
4290,[1 0 0 0]
4291,[1 0 0 0]
4292,[1 0 0 0]
4293,[0 0 0 1]
4294,[1 0 0 0]
4295,[0 0 0 1]
4296,[1 0 0 0]
4297,[1 0 0 0]
4298,[0 0 0 0]
4299,[0 0 0 0]
4300,[0 0 0 0]
4301,[0 0 0 1]
4302,[0 0 0 1]
4303,[1 0 0 0]
4304,[1 0 0 0]
4305,[0 0 1 0]
4306,[1 0 0 0]
4307,[1 0 0 0]
4308,[1 1 0 0]
4309,[1 1 0 0]
4310,[1 1 0 0]
4311,[1 0 0 0]
4312,[0 0 0 1]
4313,[1 0 0 0]
4314,[1 1 0 0]
4315,[1 0 0 0]
4316,[1 0 0 0]
4317,[1 0 0 0]
4318,[0 0 0 1]
4319,[0 1 0 0]
4320,[1 0 0 0]
4321,[1 0 0 1]
4322,[0 0 0 1]
4323,[0 0 0 1]
4324,[1 0 0 0]
4325,[0 0 0 0]
4326,[1 0 0 0]
4327,[1 1 0 0]
4328,[0 0 0 1]
4329,[0 0 0 1]
4330,[0 0 0 1]
4331,[0 1 0 0]
4332,[0 1 0 0]
4333,[1 0 0 0]
4334,[1 0 0 0]
4335,[1 0 0 0]
4336,[0 0 0 1]
4337,[1 0 0 0]
4338,[0 1 0 0]
4339,[1 0 0 0]
4340,[1 0 0 0]
4341,[0 1 0 0]
4342,[1 0 0 0]
4343,[1 0 0 0]
4344,[1 0 0 0]
4345,[1 0 0 0]
4346,[0 0 0 1]
4347,[0 0 0 1]
4348,[1 0 0 0]
4349,[0 0 0 0]
4350,[1 0 0 0]
4351,[1 0 0 0]
4352,[1 0 0 0]
4353,[1 0 0 0]
4354,[0 1 0 0]
4355,[1 0 0 0]
4356,[0 0 0 1]
4357,[0 0 1 0]
4358,[1 0 0 0]
4359,[1 0 0 0]
4360,[0 1 0 0]
4361,[0 0 0 1]
4362,[1 0 0 0]
4363,[0 1 0 0]
4364,[0 0 1 0]
4365,[0 0 0 1]
4366,[0 0 0 1]
4367,[0 0 0 1]
4368,[0 0 0 1]
4369,[1 0 0 0]
4370,[0 0 0 1]
4371,[0 0 0 1]
4372,[0 0 0 1]
4373,[0 0 0 1]
4374,[0 0 0 1]
4375,[0 0 0 1]
4376,[0 0 0 1]
4377,[1 0 0 0]
4378,[0 0 0 0]
4379,[1 0 0 0]
4380,[1 0 0 0]
4381,[1 0 0 0]
4382,[1 0 0 0]
4383,[1 0 0 1]
4384,[0 0 0 1]
4385,[0 0 0 1]
4386,[0 0 0 0]
4387,[1 0 0 0]
4388,[1 0 0 0]
4389,[1 0 0 0]
4390,[1 0 0 0]
4391,[1 0 0 0]
4392,[1 0 0 0]
4393,[1 0 0 0]
4394,[1 0 0 0]
