ID,Category,ID
2867,[1 0 0 0],2845
2868,[1 0 0 0],2846
2869,[1 0 0 0],2847
2870,[0 0 0 0],2848
2871,[0 0 0 0],2849
2872,[1 1 0 0],2850
2873,[0 1 0 0],2851
2874,[0 0 1 0],2852
2875,[1 0 0 0],2853
2876,[0 1 0 0],2854
2877,[0 0 0 1],2855
2878,[0 0 0 1],2856
2879,[0 0 0 1],2857
2880,[1 0 0 0],2858
2881,[1 0 0 0],2859
2882,[0 0 0 1],2860
2883,[0 0 0 1],2861
2884,[0 0 0 1],2862
2885,[0 0 0 0],2863
2886,[1 0 0 0],2864
2887,[1 0 0 0],2865
2888,[1 0 0 0],2866
2889,[1 0 0 0],2867
2890,[1 0 0 0],2868
2891,[1 0 0 0],2869
2892,[1 0 0 0],2870
2893,[1 0 0 0],2871
2894,[1 0 0 0],2872
2895,[1 0 0 0],2873
2896,[0 1 0 0],2874
2897,[0 0 0 1],2875
2898,[0 0 0 1],2876
2899,[0 0 0 1],2877
2900,[1 0 0 0],2878
2901,[1 0 0 0],2879
2902,[1 0 0 0],2880
2903,[1 0 0 0],2881
2904,[1 0 0 0],2882
2905,[1 0 0 0],2883
2906,[1 0 0 1],2884
2907,[1 0 0 0],2885
2908,[0 0 0 0],2886
2909,[0 1 0 0],2887
2910,[0 1 0 0],2888
2911,[0 1 0 0],2889
2912,[1 1 0 0],2890
2913,[1 0 0 0],2891
2914,[1 0 0 0],2892
2915,[0 1 0 0],2893
2916,[1 0 0 0],2894
2917,[0 0 0 1],2895
2918,[1 0 0 0],2896
2919,[0 1 0 0],2897
2920,[0 1 0 0],2898
2921,[1 0 0 0],2899
2922,[0 1 0 0],2900
2923,[1 0 0 0],2901
2924,[1 1 0 0],2902
2925,[1 1 0 0],2903
2926,[0 1 0 0],2904
2927,[0 1 0 0],2905
2928,[0 1 0 0],2906
2929,[0 1 0 0],2907
2930,[0 1 0 0],2908
2931,[1 0 0 0],2909
2932,[1 0 0 0],2910
2933,[0 0 0 1],2911
2934,[0 0 0 1],2912
2935,[0 0 0 1],2913
2936,[1 0 0 0],2914
2937,[1 0 0 0],2915
2938,[1 0 0 0],2916
2939,[0 1 0 0],2917
2940,[0 0 0 1],2918
2941,[0 0 0 1],2919
2942,[0 0 0 1],2920
2943,[0 0 1 0],2921
2944,[0 0 1 0],2922
2945,[0 0 1 0],2923
2946,[0 1 0 0],2924
2947,[0 0 0 1],2925
2948,[0 1 0 0],2926
2949,[0 0 0 1],2927
2950,[0 0 0 1],2928
2951,[0 0 0 1],2929
2952,[0 0 0 1],2930
2953,[0 0 0 1],2931
2954,[0 0 0 1],2932
2955,[0 0 0 1],2933
2956,[0 0 0 1],2934
2957,[0 1 0 1],2935
2958,[0 0 0 0],2936
2959,[0 0 0 1],2937
2960,[0 0 0 0],2938
2961,[0 1 0 0],2939
2962,[0 0 0 0],2940
2963,[0 0 0 1],2941
2964,[0 0 0 1],2942
2965,[0 0 0 1],2943
2966,[0 0 0 1],2944
2967,[0 0 0 1],2945
2968,[0 0 0 1],2946
2969,[0 0 0 1],2947
2970,[0 0 0 1],2948
2971,[0 0 0 1],2949
2972,[0 0 0 1],2950
2973,[0 0 0 1],2951
2974,[0 0 0 1],2952
2975,[0 0 0 1],2953
2976,[1 0 0 0],2954
2977,[0 1 0 0],2955
2978,[1 0 0 0],2956
2979,[0 0 1 0],2957
2980,[0 0 0 1],2958
2981,[0 0 0 0],2959
2982,[0 0 0 1],2960
2983,[0 0 1 0],2961
2984,[0 0 0 1],2962
2985,[0 0 1 0],2963
2986,[0 0 1 0],2964
2987,[1 0 0 0],2965
2988,[1 0 0 0],2966
2989,[0 0 0 1],2967
2990,[0 0 0 1],2968
2991,[0 1 0 0],2969
2992,[0 0 0 1],2970
2993,[0 0 0 0],2971
2994,[1 0 0 0],2972
2995,[0 0 0 0],2973
2996,[0 0 1 0],2974
2997,[0 0 1 0],2975
2998,[0 0 1 0],2976
2999,[0 0 1 0],2977
3000,[0 0 1 0],2978
3001,[0 0 1 0],2979
3002,[0 0 0 0],2980
3003,[0 0 0 1],2981
3004,[0 0 0 1],2982
3005,[0 1 0 0],2983
3006,[1 0 0 0],2984
3007,[0 1 0 0],2985
3008,[1 0 0 0],2986
3009,[0 1 0 0],2987
3010,[0 1 1 0],2988
3011,[0 1 0 0],2989
3012,[0 1 0 0],2990
3013,[0 0 0 0],2991
3014,[0 0 1 1],2992
3015,[0 1 0 0],2993
3016,[0 1 0 0],2994
3017,[0 0 1 0],2995
3018,[0 0 1 0],2996
3019,[0 1 1 0],2997
3020,[0 1 1 0],2998
3021,[0 0 1 0],2999
3022,[0 0 0 0],3000
3023,[0 1 1 0],3001
3024,[0 1 1 0],3002
3025,[0 0 1 0],3003
3026,[1 0 0 0],3004
3027,[1 0 0 0],3005
3028,[1 0 0 0],3006
3029,[1 0 0 0],3007
3030,[1 0 0 0],3008
3031,[1 0 0 0],3009
3032,[1 0 0 0],3010
3033,[0 0 0 1],3011
3034,[1 0 0 0],3012
3035,[0 1 0 0],3013
3036,[0 1 0 0],3014
3037,[0 1 0 0],3015
3038,[0 0 0 1],3016
3039,[0 0 0 1],3017
3040,[0 0 0 1],3018
3041,[0 0 0 1],3019
3042,[0 0 0 1],3020
3043,[0 0 0 1],3021
3044,[0 0 0 1],3022
3045,[0 0 0 1],3023
3046,[0 0 0 1],3024
3047,[0 0 0 1],3025
3048,[1 0 0 0],3026
3049,[1 0 0 0],3027
3050,[0 0 0 0],3028
3051,[0 0 0 0],3029
3052,[1 0 0 0],3030
3053,[0 0 0 1],3031
3054,[0 0 0 1],3032
3055,[0 0 0 1],3033
3056,[0 0 0 1],3034
3057,[0 0 0 0],3035
3058,[0 0 0 1],3036
3059,[0 0 0 1],3037
3060,[0 0 0 1],3038
3061,[0 0 0 1],3039
3062,[0 0 0 1],3040
3063,[0 0 1 0],3041
3064,[0 0 1 0],3042
3065,[0 0 1 0],3043
3066,[0 0 0 1],3044
3067,[0 0 0 1],3045
3068,[0 0 1 0],3046
3069,[1 0 1 0],3047
3070,[1 0 1 0],3048
3071,[0 0 1 1],3049
3072,[0 0 1 0],3050
3073,[1 0 0 0],3051
3074,[1 0 0 0],3052
3075,[0 0 1 0],3053
3076,[1 0 0 0],3054
3077,[0 0 0 0],3055
3078,[1 0 0 0],3056
3079,[1 0 0 0],3057
3080,[0 0 0 1],3058
3081,[0 0 0 0],3059
3082,[1 0 0 0],3060
3083,[1 0 0 0],3061
3084,[1 0 0 0],3062
3085,[1 0 0 0],3063
3086,[1 0 0 0],3064
3087,[1 0 0 0],3065
3088,[1 0 0 0],3066
3089,[1 0 0 0],3067
3090,[1 0 0 0],3068
3091,[1 0 0 1],3069
3092,[1 0 0 0],3070
3093,[1 0 0 0],3071
3094,[1 0 0 0],3072
3095,[0 0 0 1],3073
3096,[1 0 0 0],3074
3097,[1 0 0 0],3075
3098,[1 0 0 0],3076
3099,[1 0 0 0],3077
3100,[0 0 0 0],3078
3101,[0 0 0 0],3079
3102,[1 0 0 0],3080
3103,[0 0 0 0],3081
3104,[0 0 0 1],3082
3105,[0 0 0 1],3083
3106,[0 1 0 0],3084
3107,[0 1 0 0],3085
3108,[1 0 0 0],3086
3109,[0 0 0 0],3087
3110,[0 0 0 1],3088
3111,[0 0 0 1],3089
3112,[0 0 0 1],3090
3113,[0 0 0 1],3091
3114,[0 0 0 1],3092
3115,[0 0 0 1],3093
3116,[1 0 0 0],3094
3117,[0 0 0 1],3095
3118,[0 0 0 1],3096
3119,[0 0 0 1],3097
3120,[0 0 0 1],3098
3121,[0 0 0 1],3099
3122,[0 0 0 1],3100
3123,[0 0 0 1],3101
3124,[0 0 0 1],3102
3125,[0 0 0 1],3103
3126,[0 0 0 1],3104
3127,[0 0 0 1],3105
3128,[0 0 0 1],3106
3129,[1 0 0 0],3107
3130,[1 0 0 0],3108
3131,[0 0 0 1],3109
3132,[0 0 0 1],3110
3133,[0 0 0 1],3111
3134,[1 0 0 0],3112
3135,[0 0 0 1],3113
3136,[0 0 0 1],3114
3137,[0 0 0 1],3115
3138,[0 0 0 1],3116
3139,[1 0 0 0],3117
3140,[1 0 0 0],3118
3141,[0 0 0 1],3119
3142,[0 0 0 1],3120
3143,[0 0 0 1],3121
3144,[0 0 0 1],3122
3145,[1 0 0 0],3123
3146,[1 0 0 0],3124
3147,[1 0 0 0],3125
3148,[1 0 0 0],3126
3149,[1 0 0 0],3127
3150,[1 0 0 0],3128
3151,[0 1 0 0],3129
3152,[1 0 0 0],3130
3153,[1 0 0 0],3131
3154,[1 0 0 0],3132
3155,[1 0 0 0],3133
3156,[1 0 0 0],3134
3157,[1 0 0 0],3135
3158,[0 1 0 0],3136
3159,[0 1 1 0],3137
3160,[0 0 1 0],3138
3161,[0 1 1 0],3139
3162,[0 1 0 0],3140
3163,[0 1 1 0],3141
3164,[0 1 0 0],3142
3165,[0 0 1 0],3143
3166,[0 0 0 0],3144
3167,[1 0 0 0],3145
3168,[1 0 0 0],3146
3169,[1 0 0 0],3147
3170,[1 0 0 0],3148
3171,[1 0 0 0],3149
3172,[0 0 0 1],3150
3173,[1 0 0 0],3151
3174,[1 0 0 0],3152
3175,[0 1 0 0],3153
3176,[0 1 1 0],3154
3177,[0 1 0 0],3155
3178,[0 0 1 0],3156
3179,[0 0 1 0],3157
3180,[1 0 0 0],3158
3181,[1 0 0 0],3159
3182,[1 0 0 0],3160
3183,[1 0 0 0],3161
3184,[1 0 0 0],3162
3185,[1 0 0 0],3163
3186,[1 0 0 0],3164
3187,[0 0 0 0],3165
3188,[1 0 0 0],3166
3189,[1 0 0 0],3167
3190,[1 0 0 0],3168
3191,[1 0 0 0],3169
3192,[0 1 1 0],3170
3193,[0 1 1 0],3171
3194,[0 0 0 1],3172
3195,[0 0 0 1],3173
3196,[0 0 0 1],3174
3197,[0 0 0 1],3175
3198,[0 0 0 1],3176
3199,[0 0 0 1],3177
3200,[0 0 0 1],3178
3201,[0 0 0 1],3179
3202,[0 0 0 1],3180
3203,[0 0 0 1],3181
3204,[0 0 0 1],3182
3205,[0 0 0 1],3183
3206,[0 0 0 1],3184
3207,[0 0 0 1],3185
3214,[1 0 0 0],3186
3215,[1 0 0 0],3187
3216,[1 0 0 0],3188
3217,[1 0 0 0],3189
3218,[1 0 0 0],3190
3219,[1 0 0 0],3191
3220,[1 0 0 0],3192
3221,[1 0 0 0],3193
3222,[0 0 0 1],3194
3223,[1 1 0 0],3195
3224,[1 0 0 0],3196
3225,[0 0 1 0],3197
3226,[0 0 1 0],3198
3227,[0 0 1 0],3199
3228,[0 0 1 0],3200
3229,[0 0 1 0],3201
3230,[0 0 1 0],3202
3231,[0 0 1 0],3203
3232,[0 1 0 0],3204
3233,[1 1 0 0],3205
3234,[1 1 0 0],3206
3235,[1 0 0 0],3207
3236,[1 0 0 0],3208
3237,[1 0 0 0],3209
3238,[1 0 0 0],3210
3239,[0 1 0 0],3211
3240,[0 1 0 0],3212
3241,[1 0 0 0],3213
3242,[1 0 0 0],3214
3243,[1 0 0 0],3215
3244,[0 0 0 0],3216
3245,[0 1 0 0],3217
3246,[0 0 0 1],3218
3247,[0 0 0 1],3219
3248,[0 0 0 1],3220
3249,[0 0 0 1],3221
3250,[0 0 0 1],3222
3251,[0 0 0 1],3223
3252,[0 0 0 1],3224
3253,[0 0 0 1],3225
3254,[1 0 0 0],3226
3255,[0 0 0 1],3227
3256,[0 0 0 1],3228
3257,[0 0 0 1],3229
3258,[0 0 0 1],3230
3259,[0 0 0 1],3231
3260,[1 0 0 0],3232
3261,[0 0 0 1],3233
3262,[0 0 0 1],3234
3263,[0 0 0 1],3235
3264,[0 0 0 1],3236
3265,[0 0 0 1],3237
3266,[0 0 0 1],3238
3267,[0 0 0 1],3239
3268,[1 0 0 0],3240
3269,[1 0 0 0],3241
3270,[1 0 0 0],3242
3271,[1 0 0 0],3243
3272,[1 0 0 0],3244
3273,[1 0 0 0],3245
3274,[1 0 0 0],3246
3275,[1 0 0 0],3247
3276,[1 0 0 0],3248
3277,[1 0 0 0],3249
3278,[1 0 0 0],3250
3279,[1 0 0 0],3251
3280,[1 1 0 0],3252
3281,[1 0 0 0],3253
3282,[0 0 0 1],3254
3283,[1 0 0 0],3255
3284,[1 0 0 0],3256
3285,[0 0 0 1],3257
3286,[0 0 0 1],3258
3287,[0 0 0 1],3259
3288,[1 0 0 0],3260
3289,[1 0 0 0],3261
3290,[1 0 0 0],3262
3291,[1 0 0 0],3263
3292,[0 0 0 0],3264
3293,[0 1 0 0],3265
3294,[1 0 0 0],3266
3295,[0 0 0 1],3267
3296,[0 0 0 0],3268
3297,[0 0 0 0],3269
3298,[1 0 0 0],3270
3299,[0 0 0 1],3271
3300,[0 0 0 1],3272
3301,[0 0 0 1],3273
3302,[0 0 0 1],3274
3303,[0 0 0 1],3275
3304,[0 0 0 1],3276
3305,[0 0 0 1],3277
3306,[0 0 0 1],3278
3307,[0 0 0 1],3279
3308,[0 0 0 1],3280
3309,[0 0 0 1],3281
3310,[0 0 0 1],3282
3311,[0 0 0 1],3283
3312,[0 0 0 1],3284
3313,[0 0 0 1],3285
3314,[0 0 0 1],3286
3315,[0 0 0 1],3287
3316,[0 0 0 1],3288
3317,[0 0 0 1],3289
3318,[0 0 0 1],3290
3319,[0 0 0 1],3291
3320,[0 0 0 1],3292
3321,[0 0 0 1],3293
3322,[0 0 0 1],3294
3323,[0 0 0 1],3295
3324,[0 0 0 1],3296
3325,[0 0 0 1],3297
3326,[0 0 0 1],3298
3327,[0 0 0 1],3299
3328,[0 0 0 1],3300
3329,[0 0 0 1],3301
3330,[0 0 0 1],3302
3331,[0 0 0 1],3303
3332,[0 0 0 1],3304
3333,[0 0 0 1],3305
3334,[0 0 0 1],3306
3335,[0 0 0 1],3307
3336,[0 0 0 1],3308
3337,[0 0 0 1],3309
3338,[0 0 0 1],3310
3339,[0 0 0 1],3311
3340,[0 0 0 1],3312
3341,[0 0 0 1],3313
3342,[0 0 0 1],3314
3343,[0 0 0 1],3315
3344,[0 0 0 1],3316
3345,[0 0 0 1],3317
3346,[0 0 0 1],3318
3347,[0 0 0 1],3319
3348,[0 0 0 1],3320
3349,[0 0 0 1],3321
3350,[0 0 0 1],3322
3351,[0 0 0 1],3323
3352,[0 0 0 1],3324
3353,[0 0 0 1],3325
3354,[0 0 0 1],3326
3355,[0 0 0 1],3327
3356,[0 0 0 1],3328
3357,[0 0 0 1],3329
3358,[0 0 0 0],3330
3359,[0 0 0 0],3331
3360,[0 0 0 0],3332
3361,[0 0 0 0],3333
3362,[0 0 1 0],3334
3363,[1 0 0 0],3335
3364,[1 0 0 0],3336
3365,[1 0 0 0],3337
3366,[1 0 0 0],3338
3367,[1 0 0 0],3339
3368,[1 0 0 0],3340
3369,[1 0 0 0],3341
3370,[1 0 0 0],3342
3371,[1 0 0 0],3343
3372,[1 0 0 0],3344
3373,[1 0 0 0],3345
3374,[1 0 0 0],3346
3375,[1 0 0 0],3347
3376,[1 0 0 0],3348
3377,[1 0 0 0],3349
3378,[1 0 0 0],3350
3379,[1 0 0 0],3351
3380,[1 0 0 0],3352
3381,[1 0 0 0],3353
3382,[1 0 0 0],3354
3383,[1 0 0 0],3355
3384,[1 0 0 0],3356
3385,[1 0 0 0],3357
3386,[1 0 0 0],3358
3387,[1 0 0 0],3359
3388,[1 0 0 0],3360
3389,[1 0 0 0],3361
3390,[1 0 1 0],3362
3391,[1 0 0 0],3363
3392,[1 0 0 0],3364
3393,[0 0 1 0],3365
3394,[1 0 0 0],3366
3395,[1 0 0 0],3367
3396,[0 0 0 0],3368
3397,[1 0 0 0],3369
3398,[1 0 0 0],3370
3399,[0 0 1 0],3371
3400,[0 0 0 1],3372
3401,[0 0 0 1],3373
3402,[0 0 1 1],3374
3403,[0 0 0 1],3375
3404,[0 0 1 0],3376
3405,[0 0 0 1],3377
3406,[0 0 0 1],3378
3407,[1 0 0 0],3379
3408,[0 0 0 1],3380
3409,[0 0 0 1],3381
3410,[0 0 0 1],3382
3411,[0 1 0 0],3383
3412,[0 0 0 1],3384
3413,[1 0 0 0],3385
3414,[0 1 0 0],3386
3415,[0 0 0 1],3387
3416,[0 0 0 1],3388
3417,[0 0 0 0],3389
3418,[0 0 1 0],3390
3419,[1 0 1 0],3391
3420,[1 0 1 0],3392
3421,[1 0 0 0],3393
3422,[0 0 0 1],3394
3423,[0 0 0 1],3395
3424,[0 0 0 1],3396
3425,[0 1 0 0],3397
3426,[1 0 0 0],3398
3427,[1 0 1 0],3399
3428,[0 0 1 0],3400
3429,[0 0 1 0],3401
3430,[1 0 0 0],3402
3431,[0 0 0 1],3403
3432,[0 0 0 1],3404
3433,[0 0 0 1],3405
3434,[0 0 0 1],3406
3435,[0 0 0 1],3407
3436,[0 0 0 1],3408
3437,[0 0 0 1],3409
3438,[0 0 0 1],3410
3439,[0 1 0 0],3411
3440,[1 0 0 0],3412
3441,[1 0 0 0],3413
3442,[1 0 0 0],3414
3443,[1 0 0 0],3415
3444,[1 0 0 0],3416
3445,[1 0 0 0],3417
3446,[1 0 0 0],3418
3447,[1 0 0 0],3419
3448,[1 0 0 0],3420
3449,[1 0 0 0],3421
3450,[1 0 0 0],3422
3451,[1 0 0 0],3423
3452,[0 0 0 1],3424
3453,[0 0 1 0],3425
3454,[0 1 1 0],3426
3455,[0 0 1 0],3427
3456,[0 0 1 0],3428
3457,[0 0 1 0],3429
3458,[0 0 1 0],3430
3459,[0 0 1 0],3431
3460,[0 0 1 0],3432
3462,[1 0 0 0],3433
3463,[1 0 0 0],3434
3464,[1 0 0 0],3435
3465,[0 0 0 0],3436
3466,[0 0 1 0],3437
3467,[0 0 0 0],3438
3468,[0 0 0 0],3439
3469,[1 1 0 0],3440
3470,[1 1 0 0],3441
3471,[0 0 0 0],3442
3472,[0 0 0 1],3443
3473,[0 0 0 1],3444
3474,[0 0 0 1],3445
3475,[0 0 0 1],3446
3476,[1 0 0 1],3447
3477,[1 0 0 1],3448
3478,[1 0 0 0],3449
3479,[1 0 0 0],3450
3480,[1 0 0 0],3451
3481,[0 0 1 0],3452
3482,[0 0 1 0],3453
3483,[0 0 1 0],3454
3484,[0 1 1 0],3455
3485,[0 1 0 0],3456
3486,[1 0 0 0],3457
3487,[0 1 0 0],3458
3488,[0 1 0 0],3459
3489,[0 0 1 0],3460
3490,[0 0 1 0],3461
3491,[0 0 1 0],3462
3492,[1 0 0 0],3463
3493,[1 0 0 0],3464
3494,[0 1 0 0],3465
3495,[1 0 0 0],3466
3496,[1 0 0 0],3467
3497,[1 0 0 0],3468
3498,[0 1 0 0],3469
3499,[0 0 0 1],3470
3500,[0 0 0 1],3471
3501,[0 0 0 0],3472
3502,[1 0 0 0],3473
3503,[1 0 0 0],3474
3504,[1 0 0 0],3475
3505,[1 0 0 0],3476
3506,[1 0 0 0],3477
3507,[0 0 0 1],3478
3508,[0 0 0 1],3479
3509,[0 0 0 0],3480
3510,[0 0 0 0],3481
3511,[0 0 0 1],3482
3512,[0 0 0 1],3483
3513,[0 1 0 0],3484
3514,[0 0 0 1],3485
3515,[0 1 0 0],3486
3516,[0 1 0 0],3487
3517,[0 1 0 0],3488
3518,[0 0 0 1],3489
3519,[0 0 0 1],3490
3520,[0 0 0 1],3491
3521,[0 0 0 1],3492
3522,[0 0 0 1],3493
3523,[0 0 0 0],3494
3524,[0 0 0 1],3495
3525,[1 0 0 0],3496
3526,[1 0 0 0],3497
3527,[1 0 0 0],3498
3528,[1 0 0 0],3499
3529,[0 0 0 1],3500
3530,[0 0 0 1],3501
3531,[0 0 0 1],3502
3532,[0 0 0 1],3503
3533,[1 0 0 0],3504
3534,[0 0 0 0],3505
3535,[0 1 0 0],3506
3536,[0 1 0 0],3507
3537,[1 1 0 0],3508
3538,[1 1 0 0],3509
3539,[1 0 0 0],3510
3540,[0 0 0 1],3511
3541,[0 0 0 1],3512
3542,[0 0 0 1],3513
3543,[1 0 0 0],3514
3544,[1 0 0 0],3515
3545,[0 0 0 1],3516
3546,[0 0 0 1],3517
3547,[0 0 0 1],3518
3548,[0 0 1 0],3519
3549,[1 0 0 0],3520
3550,[1 0 0 1],3521
3551,[0 0 0 1],3522
3552,[0 0 0 0],3523
3553,[0 0 0 0],3524
3554,[1 0 0 0],3525
3555,[1 0 0 0],3526
3556,[1 0 0 0],3527
3557,[0 0 0 0],3528
3558,[1 0 0 0],3529
3559,[1 0 0 0],3530
3560,[0 1 0 0],3531
3561,[0 0 0 1],3532
3562,[0 0 0 0],3533
3563,[0 0 0 1],3534
3564,[0 0 0 1],3535
3565,[0 0 0 1],3536
3566,[0 0 0 1],3537
3567,[0 0 0 1],3538
3568,[0 0 0 1],3539
3569,[0 0 0 1],3540
3570,[1 0 0 0],3541
3571,[1 0 0 0],3542
3572,[1 0 0 0],3543
3573,[1 0 0 0],3544
3574,[1 0 0 0],3545
3575,[0 0 0 1],3546
3576,[0 0 0 1],3547
3577,[0 0 0 1],3548
3578,[0 0 0 1],3549
3579,[1 0 0 0],3550
3580,[1 0 0 0],3551
3581,[1 0 0 0],3552
3582,[1 0 0 0],3553
3583,[1 0 0 0],3554
3584,[1 0 0 0],3555
3585,[0 0 0 1],3556
3586,[1 0 0 0],3557
3587,[1 1 0 0],3558
3588,[1 1 0 0],3559
3589,[1 0 0 0],3560
3590,[0 0 1 0],3561
3591,[0 0 0 0],3562
3592,[0 0 1 0],3563
3593,[0 0 1 0],3564
3594,[1 0 0 0],3565
3595,[1 0 1 0],3566
3596,[1 0 0 0],3567
3597,[0 0 0 1],3568
3598,[0 0 0 0],3569
3599,[1 0 0 0],3570
3600,[1 0 0 0],3571
3601,[1 0 0 0],3572
3602,[1 0 0 0],3573
3603,[1 1 0 0],3574
3605,[1 0 0 0],3575
3606,[0 1 0 0],3576
3607,[1 1 0 0],3577
3608,[1 0 0 0],3578
3609,[1 1 0 0],3579
3610,[1 0 0 0],3580
3611,[1 1 0 0],3581
3612,[1 0 0 0],3582
3613,[1 0 0 0],3583
3614,[1 1 0 0],3584
3615,[1 1 0 0],3585
3616,[0 1 0 0],3586
3617,[0 1 0 0],3587
3618,[1 0 0 0],3588
3619,[1 0 0 0],3589
3620,[1 0 0 0],3590
3621,[1 0 0 0],3591
3622,[1 0 0 0],3592
3623,[0 0 1 0],3593
3624,[1 0 0 0],3594
3625,[1 0 0 0],3595
3626,[1 0 0 0],3596
3627,[1 0 0 0],3597
3628,[1 1 0 0],3598
3629,[1 0 0 0],3599
3630,[1 0 0 0],3600
3631,[1 0 0 0],3601
3632,[1 0 0 0],3602
3633,[1 0 0 0],3603
3634,[1 0 0 0],3604
3635,[1 0 0 0],3605
3636,[1 0 0 0],3606
3637,[1 0 0 0],3607
3638,[1 0 0 0],3608
3639,[1 0 0 0],3609
3640,[1 0 0 0],3610
3641,[1 0 0 0],3611
3642,[1 0 0 0],3612
3643,[0 0 0 1],3613
3644,[0 0 0 1],3614
3645,[1 0 0 0],3615
3646,[0 0 0 1],3616
3647,[0 0 0 1],3617
3648,[0 0 0 0],3618
3649,[0 0 0 1],3619
3650,[0 0 0 0],3620
3651,[1 0 0 0],3621
3652,[1 1 0 0],3622
3653,[1 0 0 0],3623
3654,[0 1 0 0],3624
3655,[1 0 0 0],3625
3656,[0 0 0 0],3626
3657,[0 0 0 0],3627
3658,[0 1 0 0],3628
3659,[0 1 0 0],3629
3660,[0 0 0 0],3630
3661,[0 0 1 0],3631
3662,[0 0 0 0],3632
3663,[0 0 1 0],3633
3664,[0 1 0 0],3634
3665,[1 0 0 0],3635
3666,[1 0 0 0],3636
3667,[0 0 0 1],3637
3668,[1 0 0 0],3638
3669,[1 0 0 0],3639
3670,[0 0 0 1],3640
3671,[0 0 0 0],3641
3672,[1 1 0 0],3642
3673,[1 1 0 0],3643
3674,[1 0 0 0],3644
3675,[0 1 0 0],3645
3676,[1 0 0 0],3646
3677,[1 1 0 0],3647
3678,[1 1 0 0],3648
3679,[1 0 0 0],3649
3680,[1 0 0 0],3650
3681,[1 1 0 0],3651
3682,[0 1 0 0],3652
3683,[0 1 0 0],3653
3684,[1 0 0 0],3654
3685,[1 0 0 0],3655
3686,[1 0 0 0],3656
3687,[1 0 0 0],3657
3688,[0 0 0 1],3658
3689,[0 0 0 1],3659
3690,[0 0 0 1],3660
3691,[0 0 0 1],3661
3692,[0 0 0 1],3662
3693,[0 0 0 1],3663
3694,[0 0 1 0],3664
3695,[0 0 0 1],3665
3696,[0 0 0 1],3666
3697,[0 0 0 1],3667
3698,[0 0 0 1],3668
3699,[0 0 0 1],3669
3700,[0 0 0 1],3670
3701,[0 0 0 0],3671
3702,[1 0 0 0],3672
3703,[0 0 0 1],3673
3704,[1 0 0 0],3674
3705,[1 0 0 0],3675
3706,[1 0 0 0],3676
3707,[1 0 0 0],3677
3708,[0 0 0 1],3678
3709,[1 0 0 0],3679
3710,[1 0 0 0],3680
3711,[1 0 0 0],3681
3712,[1 0 0 0],3682
3713,[1 0 0 0],3683
3714,[1 0 0 0],3684
3715,[1 0 0 0],3685
3716,[1 0 0 0],3686
3717,[1 0 0 0],3687
3718,[1 0 0 0],3688
3719,[0 1 0 0],3689
3720,[0 0 1 0],3690
3721,[1 0 0 0],3691
3722,[0 0 1 0],3692
3723,[1 0 0 0],3693
3724,[1 0 0 0],3694
3725,[0 0 0 1],3695
3726,[1 0 0 0],3696
3727,[0 0 0 1],3697
3728,[1 0 0 0],3698
3729,[1 0 0 0],3699
3730,[1 0 0 0],3700
3731,[1 0 0 0],3701
3732,[1 0 0 0],3702
3733,[0 0 1 0],3703
3734,[0 0 1 0],3704
3735,[0 0 1 0],3705
3736,[0 0 1 0],3706
3737,[0 0 1 0],3707
3738,[0 0 1 0],3708
3739,[0 1 1 0],3709
3740,[0 1 0 0],3710
3741,[0 1 0 0],3711
3742,[0 1 1 0],3712
3743,[0 0 1 0],3713
3744,[0 0 1 0],3714
3745,[0 0 1 0],3715
3746,[0 1 0 0],3716
3747,[0 1 0 0],3717
3748,[0 1 0 0],3718
3749,[0 0 0 0],3719
3750,[0 1 0 0],3720
3751,[1 0 0 0],3721
3752,[0 0 0 1],3722
3753,[0 0 0 1],3723
3754,[1 0 0 0],3724
3755,[1 0 0 0],3725
3756,[1 0 0 0],3726
3757,[1 0 0 0],3727
3758,[1 1 0 0],3728
3759,[1 1 0 0],3729
3760,[0 0 0 1],3730
3761,[0 0 1 0],3731
3762,[0 0 0 0],3732
3763,[0 0 0 1],3733
3764,[0 0 0 0],3734
3765,[0 0 0 0],3735
3766,[0 0 0 1],3736
3767,[1 0 0 0],3737
3768,[0 0 0 0],3738
3769,[0 0 0 0],3739
3770,[0 0 0 0],3740
3771,[0 0 0 0],3741
3772,[0 0 0 0],3742
3773,[0 0 0 0],3743
3774,[0 0 0 0],3744
3775,[0 0 0 1],3745
3776,[0 0 0 1],3746
3777,[0 0 0 1],3747
3778,[0 0 0 1],3748
3779,[0 0 0 1],3749
3780,[0 0 0 1],3750
3781,[0 0 0 1],3751
3782,[0 0 0 1],3752
3783,[0 0 0 1],3753
3784,[0 0 0 1],3754
3785,[0 0 0 1],3755
3786,[0 0 0 1],3756
3787,[1 0 0 0],3757
3788,[0 1 0 0],3758
3789,[0 0 1 0],3759
3790,[1 0 0 0],3760
3791,[0 0 0 0],3761
3792,[0 0 0 1],3762
3793,[0 0 0 1],3763
3794,[0 0 0 1],3764
3795,[1 0 0 0],3765
3796,[1 0 0 0],3766
3797,[1 0 0 0],3767
3798,[1 0 0 0],3768
3799,[1 0 0 0],3769
3800,[1 0 0 0],3770
3801,[1 0 0 0],3771
3802,[1 0 0 0],3772
3803,[1 0 0 0],3773
3804,[1 0 0 0],3774
3805,[1 0 0 0],3775
3806,[1 0 0 0],3776
